Time_sample,Time_h,PV_architecture,CentralSolar_Available_P_W,CentralSolar_P_command_W,CentralSolar_Q_command_var,BESS_P_net_A_W,BESS_P_net_B_W,BESS_P_net_C_W,BESS_P_net_total_W,NetCentral_P_injection_A_W,NetCentral_P_injection_B_W,NetCentral_P_injection_C_W,NetCentral_P_injection_total_W,BESS_SOC_pu
900,15.0,central,169589.67598894524,169589.67168529305,-4.576474632309426e-06,-31540.101293721244,-31540.101293721244,-31540.101293721244,-94620.30388116374,24989.78926804311,24989.78926804311,24989.78926804311,74969.36780412932,0.8496674222887672
930,15.5,central,108386.17806758464,108386.16561591324,9.259556343213212e-06,-11065.494898794464,-11065.494898794464,-11065.494898794464,-33196.48469638339,25063.226973176614,25063.226973176614,25063.226973176614,75189.68091952984,0.8922465576408961
960,16.0,central,167971.81180257935,167971.80758949777,4.653439465057693e-08,-32202.41551460924,-32202.41551460924,-32202.41551460924,-96607.24654382773,23788.18701522335,23788.18701522335,23788.18701522335,71364.56104567004,0.9071849717796655
990,16.5,central,124580.44620067778,124580.43806495961,-5.235252623123456e-07,-16864.47049058753,-16864.47049058753,-16864.47049058753,-50593.41147176259,24662.34219773234,24662.34219773234,24662.34219773234,73987.02659319702,0.9506582313584732
1020,17.0,central,58867.659044205095,39826.06123559624,-1.026661057152052e-06,11568.16361434623,11568.16361434623,11568.16361434623,34704.490843038686,24843.517359544974,24843.517359544974,24843.517359544974,74530.55207863492,0.9734252639128731
1050,17.5,central,21386.15526279812,1.1094322399890961e-09,-3.869502293955222e-06,21386.155362762533,21386.155362762533,21386.155362762533,64158.4660882876,21386.155362762904,21386.155362762904,21386.155362762904,64158.466088288704,0.9541449874203657
1080,18.0,central,35726.29562474032,649.3362810159967,-8.943590987580893e-06,23871.33562523897,23871.33562523897,23871.33562523897,71614.0068757169,24087.781052244303,24087.781052244303,24087.781052244303,72263.34315673291,0.9185013951490909
1110,18.5,central,34880.48921037201,3944.9215937105078,-3.789751825661325e-06,23417.964367020613,23417.964367020613,23417.964367020613,70253.89310106184,24732.938231590782,24732.938231590782,24732.938231590782,74198.81469477234,0.8787158339312934
1140,19.0,central,14676.355200650205,1.1094413055447143e-09,2.1925416844035314e-06,14676.355300613619,14676.355300613619,14676.355300613619,44029.065901840855,14676.355300613988,14676.355300613988,14676.355300613988,44029.06590184196,0.839685891441511
1170,19.5,central,6556.644238336597,1.1094427164299186e-09,-2.948320662571216e-06,6556.644303864155,6556.644303864155,6556.644303864155,19669.932911592463,6556.644303864525,6556.644303864525,6556.644303864525,19669.932911593572,0.8152252992738191
1200,20.0,central,1478.7101336823926,1.10943980801291e-09,-8.436989759221913e-09,1478.710148429042,1478.710148429042,1478.710148429042,4436.130445287126,1478.7101484294117,1478.7101484294117,1478.7101484294117,4436.130445288236,0.804297558767374
1230,20.5,central,513.8621598622417,1.109446175164445e-09,-7.518356641206318e-07,513.862164960186,513.862164960186,513.862164960186,1541.586494880558,513.8621649605558,513.8621649605558,513.8621649605558,1541.5864948816672,0.8018330418533189
1260,21.0,central,0.0,-3.519055214852067e-16,3.5315568474676258e-06,25064.68094552855,25064.68094552855,25064.68094552855,75194.04283658565,25064.68094552855,25064.68094552855,25064.68094552855,75194.04283658565,0.8009766049117132
1290,21.5,central,0.0,-3.4581349276487213e-16,-3.18818246664597e-08,24772.575874200284,24772.575874200284,24772.575874200284,74317.72762260085,24772.575874200284,24772.575874200284,24772.575874200284,74317.72762260085,0.7592021349144755
1320,22.0,central,0.0,-3.522047213334771e-16,4.209184424684156e-06,25080.24585622026,25080.24585622026,25080.24585622026,75240.73756866078,25080.24585622026,25080.24585622026,25080.24585622026,75240.73756866078,0.717914506682092
1350,22.5,central,0.0,-3.5122409466225134e-16,-2.31692363793348e-06,25001.005459662763,25001.005459662763,25001.005459662763,75003.0163789883,25001.005459662763,25001.005459662763,25001.005459662763,75003.0163789883,0.6761140951681187
1380,23.0,central,0.0,-3.4456802074990435e-16,6.326279005247513e-08,24712.689090610053,24712.689090610053,24712.689090610053,74138.06727183016,24712.689090610053,24712.689090610053,24712.689090610053,74138.06727183016,0.6344457509761858
1410,23.5,central,0.0,-3.4985092170757905e-16,1.5395285774900467e-07,24968.0672709262,24968.0672709262,24968.0672709262,74904.2018127786,24968.0672709262,24968.0672709262,24968.0672709262,74904.2018127786,0.5932579340454831
1440,24.0,central,0.0,-3.5039796316958465e-16,-8.141975403658155e-07,24986.685043379795,24986.685043379795,24986.685043379795,74960.05513013939,24986.685043379795,24986.685043379795,24986.685043379795,74960.05513013939,0.5516444868324571
