Time_sample,Time_h,PV_architecture,PV_available_P_W,PV_command_P_W,PV_Q_command_var,PV_curtailment_W,CentralSolar_Available_P_W,CentralSolar_P_command_W,CentralSolar_Q_command_var,CentralSolar_P_curtailment_W
1080,18.0,central,35726.29562474032,2441.9547481742134,-4.789921621867463e-07,33284.34087656611,35726.29562474032,2441.9547481742134,-4.789921621867463e-07,33284.34087656611
1110,18.5,central,34880.48921037201,3666.4429587381437,6.864626492132146e-06,31214.046251633867,34880.48921037201,3666.4429587381437,6.864626492132146e-06,31214.046251633867
1140,19.0,central,14676.355200650205,-8.424883719286955e-09,-1.7375079613896736e-07,14676.35520065863,14676.355200650205,-8.424883719286955e-09,-1.7375079613896736e-07,14676.35520065863
1170,19.5,central,6556.644238336597,-8.42487875115994e-09,-2.972735203183948e-07,6556.644238345021,6556.644238336597,-8.42487875115994e-09,-2.972735203183948e-07,6556.644238345021
1200,20.0,central,1478.7101336823926,-8.42486966448836e-09,-2.505747239598032e-07,1478.7101336908174,1478.7101336823926,-8.42486966448836e-09,-2.505747239598032e-07,1478.7101336908174
1230,20.5,central,513.8621598622417,-8.424866958698665e-09,-2.223488396603039e-07,513.8621598706666,513.8621598622417,-8.424866958698665e-09,-2.223488396603039e-07,513.8621598706666
1260,21.0,central,0.0,-1.3229757376073512e-15,5.936586038261517e-07,1.3229757376073512e-15,0.0,-1.3229757376073512e-15,5.936586038261517e-07,1.3229757376073512e-15
1290,21.5,central,0.0,-1.3076245265543245e-15,1.6509462110458081e-07,1.3076245265543245e-15,0.0,-1.3076245265543245e-15,1.6509462110458081e-07,1.3076245265543245e-15
1320,22.0,central,0.0,-1.315967855301962e-15,4.335509797787296e-07,1.315967855301962e-15,0.0,-1.315967855301962e-15,4.335509797787296e-07,1.315967855301962e-15
1350,22.5,central,0.0,-1.321947382445867e-15,1.1112121189316216e-06,1.321947382445867e-15,0.0,-1.321947382445867e-15,1.1112121189316216e-06,1.321947382445867e-15
1380,23.0,central,0.0,-1.3089350892397456e-15,-2.3169415301179081e-07,1.3089350892397456e-15,0.0,-1.3089350892397456e-15,-2.3169415301179081e-07,1.3089350892397456e-15
1410,23.5,central,0.0,-1.311616329920425e-15,-1.3356322736542906e-06,1.311616329920425e-15,0.0,-1.311616329920425e-15,-1.3356322736542906e-06,1.311616329920425e-15
1440,24.0,central,0.0,-1.3137957209975568e-15,-1.4566139598569857e-06,1.3137957209975568e-15,0.0,-1.3137957209975568e-15,-1.4566139598569857e-06,1.3137957209975568e-15
