Time_sample,Time_h,Bus,OPF_VUF2_percent,OPF_VUF0_percent,DSS_VUF2_percent,DSS_VUF0_percent
30,0.5,secondary,0.014519566397024699,0.02353483319333502,0.014517361800418009,0.023532356638851094
30,0.5,feeder2_44,0.02701553245408566,0.12272414319703531,0.027018082629689875,0.12272457346335881
30,0.5,feeder2_45,0.027437117929648692,0.12664167156423992,0.027432748705591918,0.126645001912167
30,0.5,feeder2_46,0.028232526482186788,0.12149745669328339,0.028232408270187928,0.12149885554168396
30,0.5,feeder2_51,0.028182810294640776,0.13354476470027388,0.028184897984534708,0.13354782842336105
30,0.5,feeder2_48,0.027399988474581652,0.12599696068766753,0.02740003777353326,0.1259981223144642
30,0.5,feeder2_52,0.024691624254101582,0.13757556067184176,0.02468797223495326,0.1375778785148437
30,0.5,feeder2_68,0.030591130634176383,0.15149251575007092,0.030586618290520277,0.1514925688798275
30,0.5,feeder2_69,0.03075647586571167,0.1515841104172324,0.03075635316666883,0.15158662988680308
30,0.5,feeder2_71,0.030908702606730152,0.15386401372337374,0.030906819537716297,0.15386597978638217
30,0.5,feeder2_72,0.03087163122618885,0.1536122359876615,0.030871388735985217,0.15361053562257354
30,0.5,feeder2_73,0.03190749013680129,0.16131521512222036,0.03190290499020289,0.16131691772062554
30,0.5,feeder2_74,0.03180627780823549,0.16138948506162346,0.031808875185794803,0.16138745634996665
30,0.5,feeder2_77,0.03276649248543847,0.1676960898372099,0.032772608055942835,0.16769585880273408
30,0.5,feeder2_79,0.033117395841668375,0.1678746805752039,0.03311080969284067,0.16787688284016425
30,0.5,feeder2_81,0.034093721285892796,0.1776987148524081,0.0340967930029992,0.1776978302535415
30,0.5,feeder2_82,0.034037516764576545,0.17709202783158992,0.034038566006736284,0.17709192063759766
30,0.5,feeder2_116,0.04015327986290747,0.2231956361597584,0.04015287460204697,0.2231932737177921
30,0.5,feeder2_119,0.037916210758388275,0.22551975537842445,0.0379170054000812,0.2255211452982171
30,0.5,feeder2_120,0.04264174810293445,0.23882072768031531,0.04264489737811033,0.23882102874367472
30,0.5,feeder2_248,0.040472444968787866,0.24104919821052503,0.04047402266292924,0.24104997214187263
30,0.5,feeder2_124,0.04434446156454783,0.24755928155046655,0.044348209837933035,0.24755788670485418
30,0.5,feeder2_282,0.0443098844089759,0.24740500872679552,0.04430948801126535,0.2474070016445946
30,0.5,feeder2_275,0.044227085411959154,0.24763079257161202,0.04422660418389997,0.24763141502615113
30,0.5,feeder2_151,0.04732522266576108,0.2628355894775349,0.04732290412836114,0.262834780965927
30,0.5,feeder2_295,0.04742193129237561,0.2628912119558422,0.04742132647122296,0.26289203882477036
30,0.5,feeder2_311,0.047602851727054044,0.26298644665551535,0.047605880116714405,0.2629845465624417
30,0.5,feeder2_201,0.05217840130832857,0.28797405274494836,0.05218455906709841,0.2879721210855213
30,0.5,feeder2_314,0.05213819962462791,0.28785044599437476,0.05213831602679546,0.28785087099757306
30,0.5,feeder2_342,0.05910606123211181,0.32392183972543104,0.05910391902006407,0.323921847248212
30,0.5,feeder2_368,0.060877283376781104,0.3280343440623906,0.060877789843335986,0.3280347832231794
30,0.5,feeder2_347,0.060089069035102576,0.3340038356274087,0.06009178106161934,0.3340014516536283
30,0.5,feeder2_353,0.06060430325932292,0.33922996155377544,0.060609157657809345,0.3392226851145906
30,0.5,feeder2_518,0.060029273795740405,0.3337179171834334,0.060028456293273975,0.33371442580720545
30,0.5,feeder2_365,0.06118990428883154,0.3449865572877814,0.06118978703677841,0.34497936188263767
30,0.5,feeder2_653,0.060366497041876035,0.339411197510694,0.060363524308002015,0.339404244866608
30,0.5,feeder2_377,0.06083628452997668,0.34642763517739117,0.06084130492597488,0.34641623266034205
30,0.5,feeder2_622,0.0729600747764522,0.3509001548000829,0.07296146285324034,0.35089795142073815
30,0.5,feeder2_451,0.060823861581362514,0.32776777772298216,0.060826701971588196,0.3277714338974309
30,0.5,feeder2_383,0.06377402379880662,0.3350478834625616,0.06377362029711058,0.3350544226244096
30,0.5,feeder2_385,0.06042467219217539,0.34814927982576943,0.06042384655843959,0.3481312896781248
30,0.5,feeder2_621,0.060939931644723534,0.3464830776667541,0.0609443039819393,0.3464715813868807
30,0.5,feeder2_611,0.06361142896382528,0.33515246233975104,0.06361585580087806,0.33515883806391034
30,0.5,feeder2_405,0.06395672883081664,0.33548759005264095,0.06395953175763677,0.33549386132804426
30,0.5,feeder2_461,0.0592541614387038,0.35348737512984846,0.05925552897018441,0.35345761240325174
30,0.5,feeder2_594,0.05900583430635139,0.34961536697715445,0.05900632391178693,0.34960050032172146
30,0.5,feeder2_732,0.061232033538046904,0.3383221074974694,0.061235480489460814,0.3383279743273692
30,0.5,feeder2_417,0.06550215464491049,0.3382210782892866,0.0655021202747246,0.3382266769335188
30,0.5,feeder2_663,0.06565511848784612,0.33833354358343254,0.06565604449242947,0.3383423746543604
30,0.5,feeder2_444,0.06666379078800216,0.3402896284425527,0.06666331695314616,0.3402993240170794
30,0.5,feeder2_759,0.06860335372943802,0.33839976659420984,0.0686075303825448,0.33840811299957263
30,0.5,feeder2_842,0.08754309520787325,0.3531060566385877,0.08754233803310361,0.35312171332740055
30,0.5,feeder2_459,0.06668333660113646,0.3403401064927309,0.06668718021109349,0.34035204177180206
30,0.5,feeder2_702,0.06666998870100037,0.34028101602217775,0.06667314585965886,0.34029384877592
30,0.5,feeder2_493,0.06676095912898133,0.3405548386937106,0.06676673539288847,0.34056289472071116
30,0.5,feeder2_651,0.05945159572223586,0.3535675799240112,0.05945710313816457,0.3535364558227923
30,0.5,feeder2_684,0.05828717941530279,0.35869675353047187,0.05828708002631192,0.35865179069152303
30,0.5,feeder2_674,0.06672633332333931,0.3405733155541428,0.06672902655286943,0.3405870003398585
30,0.5,feeder2_696,0.06701107235517302,0.3411153622553533,0.06701514981002635,0.3411249619409256
30,0.5,feeder2_681,0.0666680460638974,0.3406028537074103,0.06667111414405767,0.34061186970155977
30,0.5,feeder2_682,0.06667136853220292,0.34060511681801486,0.06667136227289944,0.340616612606004
30,0.5,feeder2_728,0.05815260814501638,0.35874437151728245,0.05815037138852813,0.3587005696738441
30,0.5,feeder2_724,0.057611967085081255,0.3647485716796542,0.0576080313261912,0.36469052015667575
30,0.5,feeder2_703,0.06765270072787394,0.3415069855430629,0.06765820548154305,0.34151663293607104
30,0.5,feeder2_704,0.06714929868241636,0.3411986222045335,0.06715445455200893,0.34120838621169935
30,0.5,feeder2_754,0.05752247348579952,0.3644664928901149,0.057524468769686664,0.36441133186660907
30,0.5,feeder2_747,0.057373602939005695,0.36758777983389,0.057374333013092166,0.3675253734166498
30,0.5,feeder2_828,0.0581188661749383,0.3587780034276151,0.058123320570194086,0.35873603436315743
