Case,Objective_architecture,Lexicographic_epsilon_policy,Lexicographic_absolute_epsilon_kWh,Lexicographic_absolute_epsilon_Wh,Stage2_PV_curtailment_kWh,Stage2_BESS_throughput_kWh,Stage2_equivalent_full_cycles,Curtailment_and_discharge_overlap_intervals,Curtailment_and_discharge_overlap_hours,Terminal_SOC_pu,Minimum_SOC_pu,Maximum_SOC_pu,Maximum_absolute_phase_BESS_Q_kvar,Maximum_central_bus_voltage_pu,Minimum_central_bus_voltage_pu,Maximum_feeder_phase_current_A,Peak_feeder_import_kW,Peak_feeder_export_kW,Feeder_import_energy_kWh,Feeder_export_energy_kWh,Gross_load_energy_kWh,Feeder_monitor_sign_factor,Feeder_sign_rule
Case_C_balanced,One-stage weighted PV-curtailment and BESS-throughput objective,not_applicable_one_stage,0.0,0.0,70.71473813701718,1567.3750320839679,0.783687516041984,11,5.5,0.5516444868326071,0.1895927961143775,0.9734252639209997,23.009315238082806,1.100011629663684,1.0361571885184053,136.7548065185547,58.28660011291504,63.16372299194336,80.54518811404705,733.7727031111717,748.6474000000001,1.0,Terminal 1 at secondary: positive import; negative export. Fixed topology sign.
