Time_sample,Time_h,BESS_P_ch_A_W,BESS_P_ch_B_W,BESS_P_ch_C_W,BESS_P_dis_A_W,BESS_P_dis_B_W,BESS_P_dis_C_W,BESS_P_net_A_W,BESS_P_net_B_W,BESS_P_net_C_W,BESS_P_net_total_W,BESS_Q_A_var,BESS_Q_B_var,BESS_Q_C_var,BESS_Q_total_var,BESS_SOC_pu
630,10.5,51220.61250551769,51538.80746427866,51593.88204445789,5.144180651963993e-07,5.150101259378429e-07,5.151085142950679e-07,-51220.61250500327,-51538.80746376365,-51593.88204394278,-154353.3020127097,969.892408590092,441.92631723851656,444.155514571736,1855.9742404003446,0.39659575813584874
660,11.0,53789.078200163436,53863.61977752727,53516.622189907226,5.197092050945769e-07,5.198890191934428e-07,5.19228645559459e-07,-53789.07819964373,-53863.61977700738,-53516.622189388,-161169.3201660391,561.8410482360212,325.44177566794735,359.1006795498025,1246.383503453771,0.46605474404140507
690,11.5,52386.108333023105,52626.11356961344,52431.4558832279,5.168643677894916e-07,5.173537379003288e-07,5.169994121179403e-07,-52386.10833250624,-52626.11356909608,-52431.4558827109,-157443.67778431321,441.69772083088554,443.94092004367934,450.4175498971907,1336.0561907717556,0.5385809381159584
720,12.0,20727.645683844225,20827.575128802364,20815.222532967873,4.379306087265634e-07,4.380278861446686e-07,4.380065769600712e-07,-20727.645683406296,-20827.575128364337,-20815.222532529868,-62370.4433443005,446.87406249250944,444.5093765692847,448.29179143516984,1339.675230496964,0.6094305931187357
750,12.5,3889.3128444235526,3730.131324916493,3695.679012024695,4.056879494606364e-07,4.0557410830469265e-07,4.055598902492013e-07,-3889.312844017865,-3730.131324510919,-3695.679011619135,-11315.123180147919,681.1483450761575,-1483.2637652819083,684.8295853083213,-117.28583489742948,0.6374972926235322
780,13.0,5.69872456853325e-07,5.698722803751827e-07,5.698683767429537e-07,4.493261828933059e-07,4.4932645053393834e-07,4.4932517869723066e-07,-1.2054627396001908e-07,-1.205458298412444e-07,-1.20543198045723e-07,-3.6163530184698647e-07,-11647.204220292284,-11930.764116216431,-12689.953906221088,-36267.9222427298,0.6425890980544703
810,13.5,48574.531036026645,48986.18202919836,48535.01174578478,5.08458283548574e-07,5.088779567528975e-07,5.080170900635283e-07,-48574.53103551819,-48986.18202868948,-48535.011745276766,-146095.72480948444,2964.1755272966993,-1842.8068998304645,-1875.3005773233547,-753.9319498571199,0.6425890980544907
840,14.0,44750.129988001994,48125.91748983775,47859.299578677244,5.001881168129445e-07,5.064699775312082e-07,5.059506464154923e-07,-44750.12998750181,-48125.91748933128,-47859.299578171296,-140735.3470550044,2105.8114716257587,-957.6049140367097,-439.6289628078894,708.5775947811596,0.7083321742185977
870,14.5,43957.0024963635,44787.86780433193,44691.082142488645,4.969372027010624e-07,4.982128409763543e-07,4.980406011859614e-07,-43957.00249586656,-44787.86780383372,-44691.082141990606,-133435.95244169087,3497.9358770711947,-2435.251287467677,-2639.216663017093,-1576.5320734135753,0.7716630803931901
900,15.0,31401.481647575987,31545.07379496454,31404.42388428166,4.6167857414301024e-07,4.619135343449092e-07,4.6168852642881493e-07,-31401.48164711431,-31545.073794502627,-31404.42388381997,-94350.9793254369,420.49575233423985,445.0016765840161,448.0882738441978,1313.5857027624538,0.8317092589917935
930,15.5,10567.623795327694,11059.63211813222,10995.50384389457,4.1971592247470557e-07,4.1999137480562283e-07,4.199569449953898e-07,-10567.623794907979,-11059.632117712228,-10995.503843474613,-32622.75975609482,974.2268937124506,439.2083456330441,453.73589373568433,1867.171133081179,0.8741671996880939
960,16.0,28485.22303708201,31324.844108551184,30862.612662376014,4.5657812430468183e-07,4.6034312929200754e-07,4.5963691574030593e-07,-28485.223036625433,-31324.84410809084,-30862.612661916377,-90672.67980663266,2424.8008410168654,-1437.5736347595323,-1036.9503484329118,-49.72314217557869,0.8888474415782036
990,16.5,11283.948193254213,16377.440025835525,16485.610673803894,4.249992525049371e-07,4.2787191437607515e-07,4.2793473162721144e-07,-11283.948192829213,-16377.440025407654,-16485.61067337596,-44146.99889161283,710.6660541045418,11.365423944202982,909.1150061491505,1631.1464841978955,0.929650147491043
1020,17.0,2.2258466221127103e-07,2.2258239429591993e-07,2.2258297760254003e-07,7707.497628636648,7707.497628636652,7707.497628636654,7707.497628414064,7707.497628414069,7707.49762841407,23122.4928852422,-4030.9130967895258,-1599.4468204897425,-1236.4491949067265,-6866.809112185994,0.9495162969921336
1050,17.5,2.3138940637529227e-07,2.3138876521038925e-07,2.3138798011306708e-07,19568.287051986194,19568.287051986194,19568.287051986194,19568.287051754804,19568.287051754804,19568.287051754807,58704.861155264414,-11640.160398061518,-13441.08299732773,-14124.527869508018,-39205.77126489727,0.936670467611373
1080,18.0,2.2909180483540697e-07,2.290877514203801e-07,2.2909011882972722e-07,16341.987724791785,16341.987724791787,16341.987724791792,16341.987724562692,16341.9877245627,16341.987724562701,49025.96317368809,-5782.366967545892,-10038.701841179633,-6912.687669877744,-22733.75647860327,0.9040566558583751
1110,18.5,2.312066451207334e-07,2.312058236421315e-07,2.3120498934095003e-07,19307.526126102468,19307.526126102468,19307.526126102468,19307.52612587126,19307.526125871264,19307.526125871264,57922.57837761379,-2189.2735575665474,-2528.460117304542,-4145.589758910224,-8863.323433781314,0.8768200096506981
1140,19.0,2.2770271352230122e-07,2.2770287075299364e-07,2.277029264377409e-07,14444.866519955593,14444.866519955593,14444.866519955593,14444.86651972789,14444.86651972789,14444.86651972789,43334.59955918367,-19414.636673637015,-18944.278201514728,-18993.99670064841,-57352.91157580016,0.8446407994408395
1170,19.5,2.216584736890117e-07,2.2165824150197837e-07,2.2165852195013858e-07,6521.615969705079,6521.615969705079,6521.615969705079,6521.6159694834205,6521.6159694834205,6521.6159694834205,19564.84790845026,-22701.353618285037,-22679.584306533965,-21519.130969479436,-66900.06889429844,0.8205660219078875
1200,20.0,2.1763885326869373e-07,2.1763897463117123e-07,2.1763898884778746e-07,1439.12744190921,1439.12744190921,1439.12744190921,1439.127441691571,1439.127441691571,1439.127441691571,4317.382325074713,-22936.6474294004,-21915.501296955837,-22746.749655610198,-67598.89838196643,0.8096966619586782
1230,20.5,2.1687757226196267e-07,2.1687776790728994e-07,2.168776346585685e-07,482.8631711448783,482.8631711448782,482.86317114487827,482.8631709280007,482.86317092800044,482.8631709280006,1448.5895127840017,-22436.59878402378,-22006.643828932898,-23207.83211305703,-67651.0747260137,0.8072981162224567
1260,21.0,0.005472465985802008,0.005535875346146549,0.005540918555234696,25373.864794260688,25083.20661767241,25060.36991254671,25373.859321794702,25083.201081797066,25060.364371628155,75517.42477521992,434.2902988602931,434.08715629672764,456.04960787755584,1324.4270630345766,0.8064933442708414
1290,21.5,0.005461075645740277,0.005605283936784873,0.005521794767045188,25426.745829903062,24772.723169385565,25147.236133708866,25426.740368827417,24772.71756410163,25147.2306119141,75346.68854484314,878.5391912460514,260.9103739249345,328.6411801414231,1468.090745312409,0.764539217648853
1320,22.0,0.004539521137925136,0.0055595577630804275,0.005549334148059011,30588.097927193634,24976.464385708183,25022.472794182846,30588.093387672496,24976.45882615042,25022.467244848696,80587.01945867161,623.4670013056925,137.336676018853,733.1822662624688,1493.9859435870144,0.7226799444840795
1350,22.5,0.005419626807579925,0.005555324328310465,0.005539502382698467,25621.1792608706,24995.443268322288,25066.835359048746,25621.17384124379,24995.43771299796,25066.829819546365,75683.44137378811,699.901716239785,435.00785437284696,457.032592806772,1591.9421634194039,0.6779093764663743
1380,23.0,0.005452627254249088,0.005601457110379847,0.00552788774297408,25466.106362757273,24789.665796154597,25119.52497628077,25466.10091013002,24789.660194697488,25119.519448393025,75375.28055322054,260.80723724448563,1023.2480831354519,-1225.1350122666079,58.92030811332961,0.6358630184044108
1410,23.5,0.005454651790459556,0.005521391825945557,0.00555140574376984,25456.714220283226,25149.06118823334,25013.104199832283,25456.708765631436,25149.055666841512,25013.09864842654,75618.8630808995,24.360304455885377,127.32495491682931,889.8123640293568,1041.4976234020714,0.5939878607911914
1440,24.0,0.005451420635413424,0.005530190117963919,0.005559106111985461,25471.803110718938,25109.03928131738,24978.43620915754,25471.797659298303,25109.03375112726,24978.430650051425,75559.26206047699,431.02087165042025,437.8975617709296,450.9314888588722,1319.849922280222,0.5519773795572388
