Case,Objective_architecture,Lexicographic_epsilon_policy,Lexicographic_absolute_epsilon_kWh,Lexicographic_absolute_epsilon_Wh,Stage2_PV_curtailment_kWh,Stage2_BESS_throughput_kWh,Stage2_equivalent_full_cycles,Curtailment_and_discharge_overlap_intervals,Curtailment_and_discharge_overlap_hours,Terminal_SOC_pu,Minimum_SOC_pu,Maximum_SOC_pu,Maximum_absolute_phase_BESS_Q_kvar,Maximum_central_bus_voltage_pu,Minimum_central_bus_voltage_pu,Maximum_feeder_phase_current_A,Peak_feeder_import_kW,Peak_feeder_export_kW,Feeder_import_energy_kWh,Feeder_export_energy_kWh,Gross_load_energy_kWh,Feeder_monitor_sign_factor,Feeder_sign_rule
Case_D_per_phase,One-stage weighted PV-curtailment and BESS-throughput objective,not_applicable_one_stage,0.0,0.0,48.73728892692286,1524.4723532429648,0.7622361766214824,11,5.5,0.5519773795572388,0.18701633127002631,0.9495162969921336,23.30757947279614,1.1000055509941626,1.0373717331177374,138.5631561279297,58.407548904418945,63.574541091918945,82.87221817672253,761.1081126518548,748.6474000000001,1.0,Terminal 1 at secondary: positive import; negative export. Fixed topology sign.
