Time_sample,Time_h,BESS_P_ch_A_W,BESS_P_ch_B_W,BESS_P_ch_C_W,BESS_P_dis_A_W,BESS_P_dis_B_W,BESS_P_dis_C_W,BESS_P_net_A_W,BESS_P_net_B_W,BESS_P_net_C_W,BESS_P_net_total_W,BESS_Q_A_var,BESS_Q_B_var,BESS_Q_C_var,BESS_Q_total_var,BESS_SOC_pu
990,16.5,11283.949645290526,16377.440032986273,16485.60921376526,1.23617669085494e-07,1.2338281526873262e-07,1.2337586709986198e-07,-11283.949645166907,-16377.44003286289,-16485.609213641885,-44146.99889167168,710.6397458628438,11.383124448922903,909.1029452987361,1631.1258156105027,0.9296923150051208
1020,17.0,6.296020157522644e-08,6.295994031322391e-08,6.29600395486737e-08,7590.532726409168,7590.532726409168,7590.532726409162,7590.532726346209,7590.532726346209,7590.532726346202,22771.59817903862,-4475.28701021949,-2501.658041025632,-1973.3389199629128,-8950.283971208035,0.949558464506334
1050,17.5,6.379291543750009e-08,6.379290551314285e-08,6.379283151511807e-08,18899.55788206329,18899.55788206329,18899.55788206329,18899.5578819995,18899.5578819995,18899.5578819995,56698.6736459985,-11323.603890307137,-13766.69754736626,-14505.326320855154,-39595.62775852856,0.9369075766290704
1080,18.0,6.372593364602003e-08,6.372544150234325e-08,6.372570842863721e-08,17919.442784053022,17919.44278405302,17919.442784053022,17919.442783989296,17919.442783989292,17919.442783989296,53758.32835196789,-4828.644045703512,-7503.145321494253,-6236.49158830461,-18568.280955502374,0.9054083134923844
1110,18.5,6.380149033915901e-08,6.380142100718887e-08,6.38013036068342e-08,19042.06324066478,19042.063240664782,19042.06324066478,19042.063240600975,19042.06324060098,19042.063240600975,57126.189721802926,-3129.3563704284375,-3658.0629007660814,-5033.763181285339,-11821.182452479858,0.8755425755190487
1140,19.0,6.344616784101263e-08,6.344617961915653e-08,6.344618769555046e-08,13946.890502745207,13946.890502745207,13946.890502745207,13946.890502681761,13946.890502681761,13946.890502681761,41840.671508045285,-19382.037867934203,-18631.827428043514,-18868.545449731777,-56882.410745709494,0.8438058034513601
1170,19.5,6.287639084278717e-08,6.28763676271722e-08,6.287639549505888e-08,6524.089486689724,6524.089486689724,6524.089486689724,6524.089486626848,6524.089486626848,6524.089486626848,19572.268459880543,-22605.12858551587,-22541.48547092648,-21210.199568579796,-66356.81362502216,0.8205609859468704
1200,20.0,6.246677847951574e-08,6.246679085289341e-08,6.246679232023824e-08,1435.8584262713525,1435.8584262713525,1435.8584262713525,1435.8584262088857,1435.8584262088857,1435.8584262088857,4307.575278626657,-22852.688305582295,-21808.276897352684,-22670.954352104472,-67331.91955503945,0.8096875034691391
1230,20.5,6.238924644407585e-08,6.238926629027295e-08,6.238925272118418e-08,480.6370908314645,480.63709083146443,480.63709083146455,480.63709076907526,480.63709076907514,480.6370907690753,1441.9112723072258,-22278.321258480693,-21829.152246437396,-23110.935064867248,-67218.40856978533,0.8072944060921045
1260,21.0,0.0054733532926906844,0.0055367807157901015,0.0055418266573369086,25373.86465589486,25083.206827742175,25060.369843924924,25373.859182541568,25083.20129096146,25060.364302098267,75517.42477560129,434.2993994677296,434.09433967131247,456.0517217365696,1324.4454608756116,0.8064933442741362
1290,21.5,0.005461968319239055,0.005606180003134024,0.005522684448294633,25426.746037455512,24772.72327748381,25147.235820610524,25426.740575487194,24772.717671303806,25147.230297926075,75346.68854471708,878.5653011208126,260.9207289810872,328.6652246278203,1468.1512547297202,0.7645392176516508
1320,22.0,0.004540267383595374,0.005560446178582532,0.005550221495695683,30588.09851085726,24976.46359902503,25022.472999929814,30588.093970589878,24976.458038578854,25022.467449708318,80587.01945887705,623.4434525797171,137.31629016619414,733.1760736478168,1493.9358163937281,0.7226799444866644
1350,22.5,0.005420516206649896,0.005556222865648377,0.005540397150875057,25621.17963543098,24995.443064780447,25066.835191201528,25621.174214914776,24995.43750855758,25066.82965080438,75683.44137427674,699.908614331294,435.0083344836274,457.04587790604955,1591.962826720971,0.6779093764685784
1380,23.0,0.005453525469267819,0.00560234837191519,0.00552877714523438,25466.106027100675,24789.665811092276,25119.525300012996,25466.100573575208,24789.660208743906,25119.51977123585,75375.28055355497,260.8387732808143,1023.2760459974711,-1225.1284056569975,58.98641362128774,0.6358630184060603
1410,23.5,0.00545554056310124,0.005522281448271521,0.005552299430025693,25456.714091179718,25149.061182637077,25013.104337641493,25456.708635639156,25149.05566035563,25013.098785342063,75618.86308133685,24.35774934704571,127.32630297350403,889.810955685625,1041.4950080061747,0.5939878607923722
1440,24.0,0.005452308652894942,0.005531083918042995,0.005560006329146154,25471.803445384037,25109.039562406895,24978.435596630825,25471.797993075383,25109.034031322975,24978.430036624497,75559.26206102286,431.04533994811004,437.90076817128676,450.945039751003,1319.8911478703997,0.5519773795578945
