Stage,Time_sample,Time_h,PV_available_kW,PV_command_kW,PV_curtailment_kW,SOC_pu,BESS_P_ch_A_kW,BESS_P_dis_A_kW,BESS_P_net_A_kW,BESS_Q_A_kvar,BESS_P_ch_B_kW,BESS_P_dis_B_kW,BESS_P_net_B_kW,BESS_Q_B_kvar,BESS_P_ch_C_kW,BESS_P_dis_C_kW,BESS_P_net_C_kW,BESS_Q_C_kvar,BESS_P_ch_total_kW,BESS_P_dis_total_kW,BESS_P_net_total_kW,BESS_Q_total_kvar,PV_curtailment_energy_kWh,PV_interval_curtailment_fraction
One-stage weighted objective,630,10.5,229.74574207171457,229.74574217149078,0.0,0.39663792564875816,51.220612483745406,1.3212337906237738e-10,-51.22061248361328,0.9698901179296692,51.53880754107527,1.3238494337982725e-10,-51.538807540942884,0.4419258714508047,51.59388198836382,1.32442138052084e-10,-51.593881988231374,0.44415597276641455,154.3533020131845,3.9695046049428864e-10,-154.35330201278754,1.8559719621468884,0.0,0.0
One-stage weighted objective,660,11.0,235.99030875364213,235.99030885341728,0.0,0.4660969115544707,53.78907818634975,1.3377651287016863e-10,-53.789078186215974,0.5618408563378481,53.86361978903796,1.3384957824408307e-10,-53.86361978890412,0.32544148293545877,53.51662219097845,1.3355870789264918e-10,-53.51662219084489,0.35910084049290275,161.16932016636616,4.0118479900690085e-10,-161.169320165965,1.2463831797662097,0.0,0.0
One-stage weighted objective,690,11.5,232.58844417352725,232.5884442733029,0.0,0.5386231056291125,52.3861083540127,1.329294760902825e-10,-52.38610835387977,0.4416985201607177,52.62611349217037,1.3312281804581264e-10,-52.62611349203725,0.4439399087021397,52.431455938724255,1.329620554515748e-10,-52.43145593859129,0.45041561290369075,157.44367778490732,3.9901434958766995e-10,-157.44367778450834,1.336054041766548,0.0,0.0
One-stage weighted objective,720,12.0,137.66254700039707,137.66254710018083,0.0,0.6094727606320992,20.727646901250306,1.2409786627648162e-10,-20.72764690112621,0.4468602691318801,20.827574870291052,1.240979859539717e-10,-20.827574870166956,0.4445308660008105,20.815221573252423,1.240796140786819e-10,-20.815221573128344,0.4482723306027405,62.37044334479378,3.722754663091352e-10,-62.3704433444215,1.3396634657354312,0.0,0.0
One-stage weighted objective,750,12.5,86.5071933071255,86.50719340691188,0.0,0.6375394601370495,3.889312599058893,1.216664215249513e-10,-3.8893125989372264,0.6811639181216073,3.7301310801139995,1.2166228683679807e-10,-3.7301310799923373,-1.4832596236860898,3.695679500873758,1.2165472696323775e-10,-3.695679500752103,0.6848475490426943,11.315123180046651,3.6498343532498713e-10,-11.315123179681667,-0.11724815652178824,0.0,0.0
One-stage weighted objective,780,13.0,63.43607803724001,63.43607813703696,0.0,0.6426312655678679,1.7446297687722049e-10,1.3811988487223654e-10,-3.634309200498395e-11,-11.655706346822035,1.7446296204214653e-10,1.381247276706841e-10,-3.633823437146245e-11,-11.932958093189917,1.7446265255883024e-10,1.381219553920057e-10,-3.634069716682452e-11,-12.688521149160959,5.233885914781973e-10,4.1436656793492634e-10,-1.0902202354327093e-10,-36.277185589172916,0.0,0.0
One-stage weighted objective,810,13.5,220.84312489531777,220.84312499509574,0.0,0.6426312655678732,48.5745325418413,1.3008537393740207e-10,-48.574532541711214,2.964187112819119,48.9861806668814,1.3039399288603105e-10,-48.98618066675101,-1.842796133889309,48.53501160092956,1.3007671816830573e-10,-48.53501160079948,-1.8752986416452793,146.09572480965224,3.905560849917388e-10,-146.0957248092617,-0.7539076627154695,0.0,0.0
One-stage weighted objective,840,14.0,219.0145041579911,219.01450425777023,0.0,0.7083743417319998,44.75012966397459,1.2767075603979262e-10,-44.75012966384692,2.1058062470917984,48.1259177648485,1.296437951215426e-10,-48.125917764718864,-0.9576082893266475,47.85929962643382,1.2944172092409995e-10,-47.85929962630438,-0.43963171601915413,140.7353470552569,3.867562720854352e-10,-140.73534705487015,0.7085662417459969,0.0,0.0
One-stage weighted objective,870,14.5,209.104784648659,209.1047847484399,0.0,0.7717052479066505,43.95700134554672,1.265706466167554e-10,-43.957001345420146,3.497926521815681,44.78786826809256,1.2700303740044216e-10,-44.78786826796556,-2.435254388081818,44.69108282859239,1.2695150758342122e-10,-44.69108282846544,-2.6392231632427645,133.43595244223167,3.805251916006188e-10,-133.43595244185116,-1.5765510295089016,0.0,0.0
One-stage weighted objective,900,15.0,169.58967598894523,169.58967608872922,0.0,0.8317514265054433,31.40148164118143,1.235388422925396e-10,-31.40148164105789,0.4204951447422082,31.54507374520435,1.2353945423668804e-10,-31.54507374508081,0.4449991944677259,31.404423939509062,1.235455544442921e-10,-31.404423939385516,0.4480858448367337,94.35097932589485,3.7062385097351977e-10,-94.35097932552421,1.3135801840466679,0.0,0.0
One-stage weighted objective,930,15.5,108.38617806758464,108.38617816736964,0.0,0.87420936720189,10.56762372787541,1.2301764103445673e-10,-10.567623727752393,0.974229973322241,11.059632034569368,1.2301223396225498e-10,-11.059632034446354,0.43920623016284627,10.995503994110619,1.23005992866087e-10,-10.995503993987613,0.45373576723493636,32.622759756555396,3.690358678627987e-10,-32.62275975618636,1.8671719707200236,0.0,0.0
