case_name,Method,Objective_equation,solver_status,termination_condition,objective_value_solver_raw_W_sum,objective_value_normalized,objective_power_base_W,objective_value,objective_value_raw_W_sum,initial_objective_raw_W_sum,objective_improvement_fraction,PV_available_energy_kWh,PV_curtailment_fraction,BESS_SOC_swing_pu,dead_BESS_rejection_guard_passed,PV_curtailment_power_sum_kW,PV_curtailment_energy_kWh_reported,BESS_throughput_power_sum_kW,BESS_throughput_energy_kWh_reported,worst_interval_curtailment_fraction,Battery_throughput_penalty,No_net_discharge_during_PV_surplus,PV_surplus_gate_violation_count,Night_only_discharge_gate_enabled,Night_PV_to_demand_ratio_threshold,Night_discharge_gate_violation_count,method_signature
Case_D_per_phase,One-stage weighted power-sum objective,sum_t[(PV_available-PV_command)+1e-3*|Q_PV|] + 0.0001*sum_t(P_BESS_charge+P_BESS_discharge),ok,optimal,97779.47002660536,0.4143368028247316,235990.30875364214,97779.47231883917,97779.47231883917,141742.9506580093,0.3101634361872214,1750.272607407957,0.027845541727487585,0.7624999657237237,True,97.47457784811353,48.73728892405676,3048.944706498171,1524.4723532490855,0.9950348355086397,0.0001,True,0,True,1e-06,0,LOCATION_MULTISTART_feeder2_1818_S3_MEDIUM
