Time_sample,Time_h,PV_architecture,PV_available_P_W,PV_command_P_W,PV_Q_command_var,PV_curtailment_W,CentralSolar_Available_P_W,CentralSolar_P_command_W,CentralSolar_Q_command_var,CentralSolar_P_curtailment_W
600,10.0,central,119416.07162306807,119416.07172285243,-9.252332939586469e-07,0.0,119416.07162306807,119416.07172285243,-9.252332939586469e-07,0.0
630,10.5,central,229745.74207171457,229745.74217149077,-8.784791885139834e-07,0.0,229745.74207171457,229745.74217149077,-8.784791885139834e-07,0.0
660,11.0,central,235990.30875364214,235990.3088534173,-8.631615737919926e-07,0.0,235990.30875364214,235990.3088534173,-8.631615737919926e-07,0.0
690,11.5,central,232588.44417352724,232588.4442733029,-2.4725561251857304e-06,0.0,232588.44417352724,232588.4442733029,-2.4725561251857304e-06,0.0
720,12.0,central,137662.54700039705,137662.54710018082,-4.626079041606057e-06,0.0,137662.54700039705,137662.54710018082,-4.626079041606057e-06,0.0
750,12.5,central,86507.1933071255,86507.19340691189,1.1782942761030053e-06,0.0,86507.1933071255,86507.19340691189,1.1782942761030053e-06,0.0
780,13.0,central,63436.07803724001,63436.07813703696,-9.964111085636568e-10,0.0,63436.07803724001,63436.07813703696,-9.964111085636568e-10,0.0
810,13.5,central,220843.12489531777,220843.12499509574,-3.689531446611224e-06,0.0,220843.12489531777,220843.12499509574,-3.689531446611224e-06,0.0
840,14.0,central,219014.5041579911,219014.50425777023,-3.309534551590253e-06,0.0,219014.5041579911,219014.50425777023,-3.309534551590253e-06,0.0
870,14.5,central,209104.784648659,209104.7847484399,-1.5573506647521308e-06,0.0,209104.784648659,209104.7847484399,-1.5573506647521308e-06,0.0
900,15.0,central,169589.67598894524,169589.67608872923,-1.8963213723602253e-06,0.0,169589.67598894524,169589.67608872923,-1.8963213723602253e-06,0.0
930,15.5,central,108386.17806758464,108386.17816736964,-3.1001854153092802e-06,0.0,108386.17806758464,108386.17816736964,-3.1001854153092802e-06,0.0
960,16.0,central,167971.81180257935,167971.81190236323,-2.4179926860926666e-06,0.0,167971.81180257935,167971.81190236323,-2.4179926860926666e-06,0.0
990,16.5,central,124580.44620067778,124580.44630046224,-1.0535491657278576e-06,0.0,124580.44620067778,124580.44630046224,-1.0535491657278576e-06,0.0
1020,17.0,central,58867.659044205095,51277.12641773729,-3.829249344094153e-08,7590.532626467808,58867.659044205095,51277.12641773729,-3.829249344094153e-08,7590.532626467808
1050,17.5,central,21386.15526279812,2486.5974806761833,-2.336794765915378e-08,18899.557782121934,21386.15526279812,2486.5974806761833,-2.336794765915378e-08,18899.557782121934
1080,18.0,central,35726.29562474032,17806.852940628654,6.896163907677046e-07,17919.442684111666,35726.29562474032,17806.852940628654,6.896163907677046e-07,17919.442684111666
1110,18.5,central,34880.48921037201,15838.426069648589,-2.2320327571380817e-08,19042.063140723425,34880.48921037201,15838.426069648589,-2.2320327571380817e-08,19042.063140723425
1140,19.0,central,14676.355200650205,729.4647978463552,-1.3534946400170007e-08,13946.89040280385,14676.355200650205,729.4647978463552,-1.3534946400170007e-08,13946.89040280385
1170,19.5,central,6556.644238336597,32.554817154671774,-5.9940222949666716e-09,6524.089421181925,6556.644238336597,32.554817154671774,-5.9940222949666716e-09,6524.089421181925
1200,20.0,central,1478.7101336823926,42.8517221394983,-4.302654637652965e-09,1435.8584115428941,1478.7101336823926,42.8517221394983,-4.302654637652965e-09,1435.8584115428941
1230,20.5,central,513.8621598622417,33.22507411075586,-4.50878286460423e-09,480.6370857514858,513.8621598622417,33.22507411075586,-4.50878286460423e-09,480.6370857514858
1260,21.0,central,0.0,1.5089839980196438e-12,8.499444683227281e-07,0.0,0.0,1.5089839980196438e-12,8.499444683227281e-07,0.0
1290,21.5,central,0.0,1.2308326315806582e-12,9.338722832687813e-08,0.0,0.0,1.2308326315806582e-12,9.338722832687813e-08,0.0
1320,22.0,central,0.0,9.563151823609177e-13,-2.3971408743442377e-06,0.0,0.0,9.563151823609177e-13,-2.3971408743442377e-06,0.0
1350,22.5,central,0.0,1.3501633275989404e-12,1.516292906367418e-06,0.0,0.0,1.3501633275989404e-12,1.516292906367418e-06,0.0
1380,23.0,central,0.0,1.1713596676367789e-12,-8.24108640900276e-07,0.0,0.0,1.1713596676367789e-12,-8.24108640900276e-07,0.0
1410,23.5,central,0.0,1.4195407410286914e-12,-6.304786141807846e-08,0.0,0.0,1.4195407410286914e-12,-6.304786141807846e-08,0.0
1440,24.0,central,0.0,1.4173815605014737e-12,1.3223728045902027e-06,0.0,0.0,1.4173815605014737e-12,1.3223728045902027e-06,0.0
