Time_sample,Time_h,BESS_P_ch_A_W,BESS_P_ch_B_W,BESS_P_ch_C_W,BESS_P_dis_A_W,BESS_P_dis_B_W,BESS_P_dis_C_W,BESS_P_net_A_W,BESS_P_net_B_W,BESS_P_net_C_W,BESS_P_net_total_W,BESS_Q_A_var,BESS_Q_B_var,BESS_Q_C_var,BESS_Q_total_var,BESS_SOC_pu
1110,18.5,1.0043546033442364e-05,1.00434768405248e-05,1.0043205884258154e-05,18705.30633455783,18705.30633455787,18705.306334558005,18705.306324514284,18705.306324514393,18705.3063245148,56115.91897354348,-3964.893984220012,-4665.463764290737,-5959.604829969149,-14589.9625784799,0.87612494587269
1140,19.0,9.52556138119438e-06,9.52557908869231e-06,9.525591579573523e-06,14639.533441864889,14639.53344186488,14639.533441864874,14639.533432339327,14639.533432339302,14639.533432339284,43918.60029701791,-19170.73109084659,-18641.02158379786,-18705.975080693224,-56517.72775533768,0.8449494353286521
1170,19.5,8.517120820732176e-06,8.51708740619937e-06,8.517128066804652e-06,6512.58914982786,6512.58914982788,6512.589149827855,6512.589141310739,6512.589141310792,6512.589141310727,19537.76742393226,-22675.90275052135,-22630.35923338419,-21288.742204345024,-66595.00418825056,0.8205502129384035
1200,20.0,7.884040510384267e-06,7.884058922763283e-06,7.884061090386894e-06,1440.1134033981602,1440.1134033981484,1440.113403398147,1440.1133955141197,1440.1133955140895,1440.113395514086,4320.340186542295,-22901.484179808722,-21756.099971218788,-22707.418249124043,-67365.00240015154,0.8096958977001885
1230,20.5,7.763990253244435e-06,7.764020295621658e-06,7.763999650157506e-06,481.41878152251456,481.41878152249495,481.4187815225084,481.4187737585243,481.4187737584747,481.4187737585088,1444.2563212755076,-22302.900957550988,-21797.75681016369,-23168.733989385797,-67269.39175710047,0.8072957087051683
1260,21.0,0.005426451673338495,0.00548991303751262,0.005494959721911668,25373.864787220067,25083.206574477168,25060.369806658968,25373.859360768394,25083.20108456413,25060.364311699246,75517.42475703177,434.2952982721728,434.09030468578203,456.05423345203155,1324.4398364099864,0.8064933440797789
1290,21.5,0.005415058902963843,0.005559306081536272,0.005475810314919959,25426.74564312374,24772.723495210314,25147.235831750444,25426.74022806484,24772.71793590423,25147.23035594013,75346.6885199092,878.5660919333703,260.92571321462634,328.65850775817904,1468.1503129061757,0.7645392174824548
1320,22.0,0.004486754614936472,0.0055135784650248276,0.005503352725652843,30588.097623882248,24976.46399805563,25022.473321914273,30588.09313712763,24976.458484477167,25022.46781856155,80587.01944016635,623.4450655702815,137.32939872883037,733.1692599907075,1493.9437242898193,0.7226799443460978
1350,22.5,0.005373560238396827,0.005509356925413572,0.005493529704320225,25621.179232997154,24995.44327679657,25066.83522227545,25621.173859436916,24995.437767439646,25066.829728745746,75683.44135562232,699.9078489925641,435.0111575504763,457.03653149411855,1591.955538037159,0.6779093763539498
1380,23.0,0.005406606645352685,0.005555475195671358,0.005481905322720948,25466.10601242935,24789.66576366526,25119.525190415465,25466.100605822707,24789.660208190064,25119.519708510143,75375.28052252291,260.8348058553284,1023.2724729174874,-1225.1294228766599,58.977855896155916,0.6358630183166457
1410,23.5,0.005408622617598885,0.005475409199630262,0.005505432590644568,25456.713840432032,25149.061108890797,25013.10449674429,25456.708431809413,25149.0556334816,25013.0989913117,75618.86305660271,24.353674014884476,127.32838127992214,889.8089807128458,1041.4910360076524,0.5939878607350455
1440,24.0,0.005405387105930023,0.005484215264914537,0.0055131399674644525,25471.803045029625,25109.039140581368,24978.43625934162,25471.79763964252,25109.033656366104,24978.43074620165,75559.26204221026,431.0298129754038,437.9100794360425,450.9439025092237,1319.88379492067,0.5519773795291562
