Stage,Time_sample,Time_h,PV_available_kW,PV_command_kW,PV_curtailment_kW,SOC_pu,BESS_P_ch_A_kW,BESS_P_dis_A_kW,BESS_P_net_A_kW,BESS_Q_A_kvar,BESS_P_ch_B_kW,BESS_P_dis_B_kW,BESS_P_net_B_kW,BESS_Q_B_kvar,BESS_P_ch_C_kW,BESS_P_dis_C_kW,BESS_P_net_C_kW,BESS_Q_C_kvar,BESS_P_ch_total_kW,BESS_P_dis_total_kW,BESS_P_net_total_kW,BESS_Q_total_kvar,PV_curtailment_energy_kWh,PV_interval_curtailment_fraction,Feeder_nominal_P_demand_kW,PV_surplus_interval,BESS_net_discharge_kW,Gate_violation
One-stage weighted objective,630,10.5,229.74574207171457,229.74573947741456,2.5943000218831003e-06,0.4060396407066059,51.5735582857941,2.6911713720412696e-06,-51.573555594622725,0.4435551978949251,51.5735582857941,2.6911713720412696e-06,-51.573555594622725,0.4435551978949251,51.5735582857941,2.6911713720412696e-06,-51.573555594622725,0.4435551978949251,154.72067485738228,8.073514116123809e-06,-154.72066678386815,1.330665593684775,1.2971500109415502e-06,1.1292048324766324e-08,42.915699999999994,True,-154.72066678386815,False
One-stage weighted objective,660,11.0,235.99030875364213,235.99030627380523,2.479836897691712e-06,0.4756639399071424,53.86303144903596,2.576682675524382e-06,-53.86302887235329,0.43885579364330657,53.86303144903596,2.576682675524382e-06,-53.86302887235329,0.43885579364330657,53.86303144903596,2.576682675524382e-06,-53.86302887235329,0.43885579364330657,161.58909434710787,7.730048026573147e-06,-161.58908661705985,1.3165673809299197,1.239918448845856e-06,1.0508214980474022e-08,50.0505,True,-161.58908661705985,False
One-stage weighted objective,690,11.5,232.58844417352725,232.5884416327416,2.5407856446690856e-06,0.5483790280689901,52.6192181690053,2.6376456940844076e-06,-52.61921553135961,0.44516522351994453,52.6192181690053,2.6376456940844076e-06,-52.61921553135961,0.44516522351994453,52.6192181690053,2.6376456940844076e-06,-52.61921553135961,0.44516522351994453,157.85765450701592,7.912937082253223e-06,-157.85764659407883,1.3354956705598335,1.2703928223345428e-06,1.092395477211878e-08,32.4315,True,-157.85764659407883,False
One-stage weighted objective,720,12.0,137.66254700039707,137.66254042975953,6.570637517143041e-06,0.6194149682010711,20.825608521519452,6.6674988957754545e-06,-20.825601854020555,0.44800786999999165,20.825608521519452,6.6674988957754545e-06,-20.825601854020555,0.44800786999999165,20.825608521519452,6.6674988957754545e-06,-20.825601854020555,0.44800786999999165,62.476825564558354,2.0002496687326365e-05,-62.476805562061664,1.344023609999975,3.2853187585715204e-06,4.773003013756595e-08,23.403,True,-62.476805562061664,False
One-stage weighted objective,750,12.5,86.5071933071255,86.50715907096746,3.4236158040584995e-05,0.6475295285926103,4.045163363225119,3.4332948304446487e-05,-4.045129030276814,-1.7666806185192439,4.045163363225119,3.4332948304446487e-05,-4.045129030276814,-1.7666806185192439,4.045163363225119,3.4332948304446487e-05,-4.045129030276814,-1.7666806185192439,12.135490089675358,0.00010299884491333945,-12.135387090830443,-5.3000418555577316,1.7118079020292498e-05,3.9576082325358484e-07,25.086,True,-12.135387090830445,False
One-stage weighted objective,780,13.0,63.43607803724001,63.43607813341693,0.0,0.6529904419113837,3.266229309779341e-09,3.1789905292003584e-09,-8.723878057898285e-11,-12.048955375568063,3.266229309779341e-09,3.1789905292003584e-09,-8.723878057898285e-11,-12.048955375568063,3.266229309779341e-09,3.1789905292003584e-09,-8.723878057898285e-11,-12.048955375568063,9.798687929338024e-09,9.536971587601074e-09,-2.617163417369486e-10,-36.14686612670419,0.0,0.0,45.933,True,-2.6171634173694945e-10,False
One-stage weighted objective,810,13.5,220.84312489531777,220.84312221971095,2.675606810953468e-06,0.6529904419104671,50.062074743763134,2.7724931604867368e-06,-50.06207197126998,-6.649997850862328,50.062074743763134,2.7724931604867368e-06,-50.06207197126998,-6.649997850862328,50.062074743763134,2.7724931604867368e-06,-50.06207197126998,-6.649997850862328,150.1862242312894,8.31747948146021e-06,-150.18621591380995,-19.949993552586985,1.337803405476734e-06,1.2115418183028051e-08,36.0845,True,-150.18621591380992,False
One-stage weighted objective,840,14.0,219.0145041579911,219.01450141315485,2.7448362379800527e-06,0.7205742381937252,48.84326110375178,2.841733540667574e-06,-48.84325826201824,-5.561006402528893,48.84326110375178,2.841733540667574e-06,-48.84325826201824,-5.561006402528893,48.84326110375178,2.841733540667574e-06,-48.84325826201824,-5.561006402528893,146.52978331125533,8.525200622002722e-06,-146.5297747860547,-16.68301920758668,1.3724181189900264e-06,1.2532668777041371e-08,41.0365,True,-146.5297747860547,False
One-stage weighted objective,870,14.5,209.104784648659,209.10478177848762,2.870171389076859e-06,0.7865126359474972,46.78132687857729,2.967084707814071e-06,-46.781323911492585,-9.244067906578389,46.78132687857729,2.967084707814071e-06,-46.781323911492585,-9.244067906578389,46.78132687857729,2.967084707814071e-06,-46.781323911492585,-9.244067906578389,140.34398063573187,8.901254123442214e-06,-140.34397173447772,-27.732203719735164,1.4350856945384294e-06,1.3725995767621309e-08,35.203,True,-140.34397173447775,False
One-stage weighted objective,900,15.0,169.58967598894523,169.58967168400156,4.3049436644651e-06,0.8496674222884354,31.540105695202953,4.401872701063317e-06,-31.540101293330252,0.4507374084111489,31.540105695202953,4.401872701063317e-06,-31.540101293330252,0.4507374084111489,31.540105695202953,4.401872701063317e-06,-31.540101293330252,0.4507374084111489,94.62031708560887,1.3205618103189952e-05,-94.62030387999076,1.3522122252334468,2.15247183223255e-06,2.5384467771173283e-08,39.21,True,-94.62030387999077,False
One-stage weighted objective,930,15.5,108.38617806758464,108.38616561449166,1.2453092975192704e-05,0.8922465576404969,11.065507448030251,1.2549901078503946e-05,-11.065494898129172,0.16436727839753365,11.065507448030251,1.2549901078503946e-05,-11.065494898129172,0.16436727839753365,11.065507448030251,1.2549901078503946e-05,-11.065494898129172,0.16436727839753365,33.19652234409076,3.764970323551184e-05,-33.196484694387514,0.493101835192601,6.226546487596352e-06,1.1489558168041987e-07,25.9245,True,-33.19648469438752,False
One-stage weighted objective,960,16.0,167.97181180257934,167.97180758821187,4.214367480017245e-06,0.9071849717788358,32.202419828621316,4.311299395464248e-06,-32.20241551732192,-6.136577883916852,32.202419828621316,4.311299395464249e-06,-32.20241551732192,-6.136577883916852,32.202419828621316,4.311299395464249e-06,-32.20241551732192,-6.136577883916852,96.60725948586393,1.2933898186392744e-05,-96.60724655196576,-18.409733651750553,2.1071837400086226e-06,2.5089730442215366e-08,45.25,True,-96.60724655196574,False
One-stage weighted objective,990,16.5,124.58044620067777,124.58043806355523,8.137122538755647e-06,0.9506582313619794,16.864478724435187,8.233959027936455e-06,-16.86447049047616,-4.322799140405107,16.864478724435187,8.233959027936455e-06,-16.86447049047616,-4.322799140405107,16.864478724435187,8.233959027936455e-06,-16.86447049047616,-4.322799140405107,50.593436173305555,2.4701877083809362e-05,-50.59341147142848,-12.968397421215322,4.068561269377824e-06,6.531620962127665e-08,41.6925,True,-50.593411471428475,False
