Constraint,Body,Lower,Upper,Raw_violation,Relative_violation
"CentralBESS_night_only_discharge_con[1,1170]",6.536316232086392e-05,,0.0,6.536316232086392e-05,6.536316232086392e-05
"CentralBESS_night_only_discharge_con[2,1170]",6.536316232086392e-05,,0.0,6.536316232086392e-05,6.536316232086392e-05
"CentralBESS_night_only_discharge_con[3,1170]",6.536316232086392e-05,,0.0,6.536316232086392e-05,6.536316232086392e-05
"CentralBESS_night_only_discharge_con[1,270]",3.327803415231756e-05,,0.0,3.327803415231756e-05,3.327803415231756e-05
"CentralBESS_night_only_discharge_con[2,270]",3.327803415231756e-05,,0.0,3.327803415231756e-05,3.327803415231756e-05
"CentralBESS_night_only_discharge_con[3,270]",3.327803415231756e-05,,0.0,3.327803415231756e-05,3.327803415231756e-05
"CentralBESS_night_only_discharge_con[1,1200]",1.4583820984626072e-05,,0.0,1.4583820984626072e-05,1.4583820984626072e-05
"CentralBESS_night_only_discharge_con[2,1200]",1.4583820984626072e-05,,0.0,1.4583820984626072e-05,1.4583820984626072e-05
"CentralBESS_night_only_discharge_con[3,1200]",1.4583820984626072e-05,,0.0,1.4583820984626072e-05,1.4583820984626072e-05
"CentralBESS_night_only_discharge_con[1,240]",7.825030024832813e-06,,0.0,7.825030024832813e-06,7.825030024832813e-06
"CentralBESS_night_only_discharge_con[2,240]",7.825030024832813e-06,,0.0,7.825030024832813e-06,7.825030024832813e-06
"CentralBESS_night_only_discharge_con[3,240]",7.825030024832813e-06,,0.0,7.825030024832813e-06,7.825030024832813e-06
"CentralBESS_night_only_discharge_con[1,1230]",4.9353413942299085e-06,,0.0,4.9353413942299085e-06,4.9353413942299085e-06
"CentralBESS_night_only_discharge_con[2,1230]",4.9353413942299085e-06,,0.0,4.9353413942299085e-06,4.9353413942299085e-06
"CentralBESS_night_only_discharge_con[3,1230]",4.9353413942299085e-06,,0.0,4.9353413942299085e-06,4.9353413942299085e-06
"Isp_re_con[feeder2_1818,2,1110]",-3.173045115545392e-08,0.0,0.0,3.173045115545392e-08,3.173045115545392e-08
