Case,Objective_architecture,Lexicographic_epsilon_policy,Lexicographic_absolute_epsilon_kWh,Lexicographic_absolute_epsilon_Wh,Stage2_PV_curtailment_kWh,Stage2_BESS_throughput_kWh,Stage2_equivalent_full_cycles,Curtailment_and_discharge_overlap_intervals,Curtailment_and_discharge_overlap_hours,Terminal_SOC_pu,Minimum_SOC_pu,Maximum_SOC_pu,Maximum_absolute_phase_BESS_Q_kvar,Maximum_central_bus_voltage_pu,Minimum_central_bus_voltage_pu,Maximum_feeder_phase_current_A,Peak_feeder_import_kW,Peak_feeder_export_kW,Feeder_import_energy_kWh,Feeder_export_energy_kWh,Gross_load_energy_kWh,Feeder_monitor_sign_factor,Feeder_sign_rule
Case_D_per_phase,One-stage weighted PV-curtailment and BESS-throughput objective,not_applicable_one_stage,0.0,0.0,48.7372889230595,1524.4723532504777,0.7622361766252388,11,5.5,0.5519773795579336,0.18697701652054463,0.9494769822447998,23.336890723588766,1.1000055509941626,1.037341141552647,138.69772338867188,58.38685417175293,63.574541091918945,82.41295118629932,760.6958482246846,748.6474000000001,1.0,Terminal 1 at secondary: positive import; negative export. Fixed topology sign.
