Time_sample,SOC_actual_pu,SOC_expected_from_previous_interval_pu,SOC_balance_error_pu,audit_note
30,0.5000000000000006,0.5,5.551115123125783e-16,sampled_SOC_state
60,0.45794971043132576,0.45794971043132576,0.0,sampled_SOC_state
90,0.4160513436728892,0.41605134367288693,2.275957200481571e-15,sampled_SOC_state
120,0.3741306241601798,0.3741306241601798,0.0,sampled_SOC_state
150,0.3321771001598991,0.33217710015989854,5.551115123125783e-16,sampled_SOC_state
180,0.290266712358787,0.290266712358787,0.0,sampled_SOC_state
210,0.24834866202085562,0.24834866202085573,-1.1102230246251565e-16,sampled_SOC_state
240,0.20645100946600606,0.20645100946600603,2.7755575615628914e-17,sampled_SOC_state
270,0.20515714595377738,0.20515714595377751,-1.3877787807814457e-16,sampled_SOC_state
300,0.19962408189132677,0.19962408189132677,0.0,sampled_SOC_state
330,0.18697701652054588,0.18697701652054563,2.498001805406602e-16,sampled_SOC_state
360,0.1869770165205455,0.18697701652054552,-2.7755575615628914e-17,sampled_SOC_state
390,0.18697701652054508,0.1869770165205451,-2.7755575615628914e-17,sampled_SOC_state
420,0.18697701652054463,0.18697701652054463,0.0,sampled_SOC_state
450,0.18872077381810437,0.18872077381810431,5.551115123125783e-17,sampled_SOC_state
480,0.21778334921478493,0.21778334921478493,0.0,sampled_SOC_state
510,0.24594981066117746,0.24594981066117733,1.3877787807814457e-16,sampled_SOC_state
540,0.2830596435514723,0.2830596435514723,0.0,sampled_SOC_state
570,0.326828449579803,0.3268284495798016,1.3877787807814457e-15,sampled_SOC_state
600,0.37638489134549,0.37638489134549,0.0,sampled_SOC_state
630,0.39655644338695356,0.3965564433869525,1.0547118733938987e-15,sampled_SOC_state
660,0.4660154292927235,0.46601542929272355,-5.551115123125783e-17,sampled_SOC_state
690,0.5385416233673973,0.5385416233673985,-1.2212453270876722e-15,sampled_SOC_state
720,0.6093912783704045,0.6093912783704045,0.0,sampled_SOC_state
750,0.6374579778754005,0.6374579778753999,5.551115123125783e-16,sampled_SOC_state
780,0.6425497833062214,0.6425497833062214,0.0,sampled_SOC_state
810,0.6425497833062213,0.6425497833062209,3.3306690738754696e-16,sampled_SOC_state
840,0.7082928594703758,0.7082928594703758,0.0,sampled_SOC_state
870,0.7716237656450733,0.7716237656450722,1.1102230246251565e-15,sampled_SOC_state
900,0.8316699442438534,0.8316699442438534,0.0,sampled_SOC_state
930,0.8741278849403441,0.8741278849403447,-5.551115123125783e-16,sampled_SOC_state
960,0.8888081268306323,0.8888081268306323,0.0,sampled_SOC_state
990,0.9296108327435979,0.929610832743598,-1.1102230246251565e-16,sampled_SOC_state
1020,0.9494769822447998,0.9494769822447998,0.0,sampled_SOC_state
1050,0.937016730755783,0.9370167307557828,1.1102230246251565e-16,sampled_SOC_state
1080,0.9040683279351291,0.904068327935129,1.1102230246251565e-16,sampled_SOC_state
1110,0.8758965934757165,0.8758965934757165,0.0,sampled_SOC_state
1140,0.8450528642430032,0.8450528642430032,0.0,sampled_SOC_state
1170,0.8206095507834837,0.8206095507834829,8.881784197001252e-16,sampled_SOC_state
1200,0.8097274287947924,0.8097274287947925,-1.1102230246251565e-16,sampled_SOC_state
1230,0.8073094761842825,0.8073094761842821,4.440892098500626e-16,sampled_SOC_state
1260,0.8064933442751295,0.8064933442751296,-1.1102230246251565e-16,sampled_SOC_state
1290,0.7645392176524746,0.7645392176524752,-6.661338147750939e-16,sampled_SOC_state
1320,0.7226799444872917,0.7226799444872917,0.0,sampled_SOC_state
1350,0.6779093764691472,0.6779093764691426,4.551914400963142e-15,sampled_SOC_state
1380,0.6358630184065122,0.6358630184065122,0.0,sampled_SOC_state
1410,0.5939878607926244,0.5939878607926228,1.6653345369377348e-15,sampled_SOC_state
1440,0.5519773795579336,0.5519773795579341,-5.551115123125783e-16,sampled_SOC_state
1440,0.5100000099999936,0.5100000099999936,0.0,terminal_SOC_after_final_dispatch_interval
